cityname,provincename,countryname
Orekhovo-Zuevo,Moskovsskaya,Russia
Klin,Moskovsskaya,Russia
Sergiyev Posad,Moskovsskaya,Russia
Kolomna,Moskovsskaya,Russia
Bataysk,Rostov,Russia
Taganrog,Rostov,Russia
Novocherkassk,Rostov,Russia
Kamensk Shakhtinskiy,Rostov,Russia
Novoshakhtinsk,Rostov,Russia
Aleksin,Tula,Russia
Novomoskovsk,Tula,Russia
Shchekino,Tula,Russia
Nikolayevsk,Volgograd,Russia
Shebekino,Belgorod,Russia
Gubkin,Belgorod,Russia
Apsheronsk,Krasnodar,Russia
Kropotkin,Krasnodar,Russia
Ruzayevka,Mordovia,Russia
Kirsanov,Tambov,Russia
Michurinsk,Tambov,Russia
Borisoglebsk,Voronezh,Russia
Oktyabrskiy,Bashkortostan,Russia
Plast,Chelyabinsk,Russia
Bakal,Chelyabinsk,Russia
Verkhniy Ufaley,Chelyabinsk,Russia
Severnyy,Komi,Russia
Kirovo-Chepetsk,Kirov,Russia
Krasnoturinsk,Sverdlovsk,Russia
Asbest,Sverdlovsk,Russia
Alapayevsk,Sverdlovsk,Russia
Krasnouralsk,Sverdlovsk,Russia
Severouralsk,Sverdlovsk,Russia
Novotroitsk,Orenburg,Russia
Buguruslan,Orenburg,Russia
Chapayevsk,Samara,Russia
Syzran,Samara,Russia
Novokuybishevsk,Samara,Russia
Naberezhnyye Chelny,Tatarstan,Russia
Zelenodolsk,Tatarstan,Russia
Leninogorsk,Tatarstan,Russia
Bugulma,Tatarstan,Russia
Nefteyugansk,Khanty-Mansiy,Russia
Leninsk Kuznetsky,Kemerovo,Russia
Anzhero Sudzhensk,Kemerovo,Russia
Kiselevsk,Kemerovo,Russia
Mundybash,Kemerovo,Russia
Chernogorsk,Khakass,Russia
Abaza,Khakass,Russia
Iskitim,Novosibirsk,Russia
Toguchin,Novosibirsk,Russia
Kupina,Novosibirsk,Russia
Zaozernyy,Krasnoyarsk,Russia
Bogotol,Krasnoyarsk,Russia
Shilka,Chita,Russia
Sherlovaya Gora,Chita,Russia
Petrovsk Zabaykalskiy,Chita,Russia
Arsenyev,Primor'ye,Russia
Partizansk,Primor'ye,Russia
Dalnerechensk,Primor'ye,Russia
Zemlya Bunge,Sakha (Yakutia),Russia
Khorgo,Sakha (Yakutia),Russia
Put Lenina,Sakha (Yakutia),Russia
Obluchye,Yevrey,Russia
Vanino,Khabarovsk,Russia
Omchak,Maga Buryatdan,Russia
Uglegorsk,Sakhalin,Russia
Kholmsk,Sakhalin,Russia
Solikamsk,Perm',Russia
Kizel,Perm',Russia
Pakhachi,Kamchatka,Russia
Oymyakon,Sakha (Yakutia),Russia
Timiryazevskiy,Tomsk,Russia
Asino,Tomsk,Russia
Strezhevoy,Tomsk,Russia
Cherkessk,Karachay-Cherkess,Russia
Vladikavkaz,North Ossetia,Russia
Blagodarnyy,Stavropol',Russia
Zelenokumsk,Stavropol',Russia
Mukhomornoye,Chukchi Autonomous Okrug,Russia
Beringovskiy,Chukchi Autonomous Okrug,Russia
Bilibino,Chukchi Autonomous Okrug,Russia
Mys Shmidta,Chukchi Autonomous Okrug,Russia
Egvekinot,Chukchi Autonomous Okrug,Russia
Sovetsk,Kaliningrad,Russia
Nikel,Murmansk,Russia
Monchegorsk,Murmansk,Russia
Kirovsk,Murmansk,Russia
Borovichi,Novgorod,Russia
Staraya Russa,Novgorod,Russia
Volkhov,Leningrad,Russia
Tikhvin,Leningrad,Russia
Svetogorsk,Leningrad,Russia
Gatchina,Leningrad,Russia
Luga,Leningrad,Russia
Klintsy,Bryansk,Russia
Roslavl,Smolensk,Russia
Safonovo,Smolensk,Russia
Vyazma,Smolensk,Russia
Segezha,Karelia,Russia
Vichuga,Ivanovo,Russia
Sharya,Kostroma,Russia
Buy,Kostroma,Russia
Dzerzhinsk,Nizhegorod,Russia
Vyska,Nizhegorod,Russia
Kimry,Tver',Russia
Bezhetsk,Tver',Russia
Nelidovo,Tver',Russia
Bologoye,Tver',Russia
Torzhok,Tver',Russia
Sokol,Vologda,Russia
Cherepovets,Vologda,Russia
Rybinsk,Yaroslavl',Russia
Rostov,Yaroslavl',Russia
Kaluga,Kaluga,Russia
Kirov,Kaluga,Russia
Obninsk,Kaluga,Russia
Lgov,Kursk,Russia
Zheleznogorsk,Kursk,Russia
Gryazi,Lipetsk,Russia
Yegoryevsk,Moskovsskaya,Russia
Podolsk,Moskovsskaya,Russia
Solnechnogorsk,Moskovsskaya,Russia
Noginsk,Moskovsskaya,Russia
Serpukhov,Moskovsskaya,Russia
Livny,Orel,Russia
Mtsensk,Orel,Russia
Salsk,Rostov,Russia
Belaya Kalitva,Rostov,Russia
Shakhty,Rostov,Russia
Millerovo,Rostov,Russia
Yefremov,Tula,Russia
Bogoroditsk,Tula,Russia
Kamyshin,Volgograd,Russia
Pallasovka,Volgograd,Russia
Frolovo,Volgograd,Russia
Volzhskiy,Volgograd,Russia
Mikhaylovka,Volgograd,Russia
Uryupinsk,Volgograd,Russia
Starsy Oskol,Belgorod,Russia
Alekseyevka,Belgorod,Russia
Valuyki,Belgorod,Russia
Tuapse,Krasnodar,Russia
Gelendzhik,Krasnodar,Russia
Labinsk,Krasnodar,Russia
Armavir,Krasnodar,Russia
Timashevsk,Krasnodar,Russia
Tikhoretsk,Krasnodar,Russia
Yeysk,Krasnodar,Russia
Saransk,Mordovia,Russia
Kamenka,Penza,Russia
Kuznetsk,Penza,Russia
Serdobsk,Penza,Russia
Kasimov,Ryazan',Russia
Sasovo,Ryazan',Russia
Kotovsk,Tambov,Russia
Morshansk,Tambov,Russia
Kovrov,Vladimir,Russia
Murom,Vladimir,Russia
Rayevskiy,Bashkortostan,Russia
Sibay,Bashkortostan,Russia
Kumertau,Bashkortostan,Russia
Salavat,Bashkortostan,Russia
Belebey,Bashkortostan,Russia
Tuymazy,Bashkortostan,Russia
Neftekamsk,Bashkortostan,Russia
Troitsk,Chelyabinsk,Russia
Yemanzhelinsk,Chelyabinsk,Russia
Kartaly,Chelyabinsk,Russia
Asha,Chelyabinsk,Russia
Miass,Chelyabinsk,Russia
Kyshtym,Chelyabinsk,Russia
Kurtamysh,Kurgan,Russia
Shadrinsk,Kurgan,Russia
Varnek,Nenets,Russia
Bugrino,Nenets,Russia
Yamburg,Yamal-Nenets,Russia
Nakhodka,Yamal-Nenets,Russia
Sosnogorsk,Komi,Russia
Sovetsk,Kirov,Russia
Slobodskoy,Kirov,Russia
Kirs,Kirov,Russia
Omutninsk,Kirov,Russia
Kotelnich,Kirov,Russia
Yoshkar Ola,Mariy-El,Russia
Kamensk Uralskiy,Sverdlovsk,Russia
Polevskoy,Sverdlovsk,Russia
Tavda,Sverdlovsk,Russia
Artemovskiy,Sverdlovsk,Russia
Nevyansk,Sverdlovsk,Russia
Verkhnyaya Salda,Sverdlovsk,Russia
Nizhnyaya Tura,Sverdlovsk,Russia
Karpinsk,Sverdlovsk,Russia
Ivdel,Sverdlovsk,Russia
Krasnoufimsk,Sverdlovsk,Russia
Sarapul,Udmurt,Russia
Mozhga,Udmurt,Russia
Votkinsk,Udmurt,Russia
Glazov,Udmurt,Russia
Kanash,Chuvash,Russia
Shumerlya,Chuvash,Russia
Alatyr,Chuvash,Russia
Sol-lletsk,Orenburg,Russia
Dombarovskiy,Orenburg,Russia
Mednogorsk,Orenburg,Russia
Gay,Orenburg,Russia
Buzuluk,Orenburg,Russia
Otradnyy,Samara,Russia
Tolyatti,Samara,Russia
Engels,Saratov,Russia
Pugachev,Saratov,Russia
Volsk,Saratov,Russia
Atkarsk,Saratov,Russia
Balashov,Saratov,Russia
Almetyevsk,Tatarstan,Russia
Chistopol,Tatarstan,Russia
Nizhnekamsk,Tatarstan,Russia
Dimitrovgrad,Ul'yanovsk,Russia
Peregrebnoye,Khanty-Mansiy,Russia
Saranpaul,Khanty-Mansiy,Russia
Uray,Khanty-Mansiy,Russia
Laryak,Khanty-Mansiy,Russia
Kogalym,Khanty-Mansiy,Russia
Megion,Khanty-Mansiy,Russia
Cherlak,Omsk,Russia
Kalachinsk,Omsk,Russia
Nazyvayevsk,Omsk,Russia
Isikul,Omsk,Russia
Ishim,Tyumen',Russia
Golyshmanovo,Tyumen',Russia
Yalutorovsk,Tyumen',Russia
Biysk,Altay,Russia
Zmeinogorsk,Altay,Russia
Aleysk,Altay,Russia
Novoaltaysk,Altay,Russia
Kamenna Obi,Altay,Russia
Gornyak,Altay,Russia
Kulunda,Altay,Russia
Slavgorod,Altay,Russia
Tashtagol,Kemerovo,Russia
Guryevsk,Kemerovo,Russia
Yurga,Kemerovo,Russia
Topki,Kemerovo,Russia
Mariinsk,Kemerovo,Russia
Shira,Khakass,Russia
Cherepanovo,Novosibirsk,Russia
Kargat,Novosibirsk,Russia
Ob,Novosibirsk,Russia
Karasuk,Novosibirsk,Russia
Barabinsk,Novosibirsk,Russia
Tatarsk,Novosibirsk,Russia
Kaspiysk,Dagestan,Russia
Derbent,Dagestan,Russia
Buynaksk,Dagestan,Russia
Yessey,Evenk,Russia
Ulkan,Irkutsk,Russia
Kirensk,Irkutsk,Russia
Zheleznogorsk Ilimskiy,Irkutsk,Russia
Vikhorevka,Irkutsk,Russia
Biryusinsk,Irkutsk,Russia
Kodinskiy,Krasnoyarsk,Russia
Artemovsk,Krasnoyarsk,Russia
Uyar,Krasnoyarsk,Russia
Uzhur,Krasnoyarsk,Russia
Sayanogorsk,Krasnoyarsk,Russia
Podkamennaya,Krasnoyarsk,Russia
Igarka,Krasnoyarsk,Russia
Agapa,Taymyr,Russia
Boyarka,Taymyr,Russia
Nordvik,Taymyr,Russia
Chelyuskin,Taymyr,Russia
Taksimo,Buryat,Russia
Gusinoozyorsk,Buryat,Russia
Aginskoye,Aga Buryat,Russia
Progress,Amur,Russia
Belogorsk,Amur,Russia
Nyukzha,Amur,Russia
Nerchinsk,Chita,Russia
Kavalerovo,Primor'ye,Russia
Spassk Dalniy,Primor'ye,Russia
Shalaurova,Sakha (Yakutia),Russia
Logashkino,Sakha (Yakutia),Russia
Ust Kuyga,Sakha (Yakutia),Russia
Pokrovsk,Sakha (Yakutia),Russia
Verkhnevilyuysk,Sakha (Yakutia),Russia
Vitim,Sakha (Yakutia),Russia
Olyokminsk,Sakha (Yakutia),Russia
Tunguskhaya,Sakha (Yakutia),Russia
Natara,Sakha (Yakutia),Russia
Zhilinda,Sakha (Yakutia),Russia
Trofimovsk,Sakha (Yakutia),Russia
Tukchi,Khabarovsk,Russia
Amursk,Khabarovsk,Russia
Bikin,Khabarovsk,Russia
Vyazemskiy,Khabarovsk,Russia
Chegdomyn,Khabarovsk,Russia
Siglan,Maga Buryatdan,Russia
Karamken,Maga Buryatdan,Russia
Strelka,Maga Buryatdan,Russia
Severo Kurilsk,Sakhalin,Russia
Krasnogorsk,Sakhalin,Russia
Poronaysk,Sakhalin,Russia
Makarov,Sakhalin,Russia
Dolinsk,Sakhalin,Russia
Nevelsk,Sakhalin,Russia
Kudymkar,Komi-Permyak,Russia
Kungur,Perm',Russia
Krasnokamsk,Perm',Russia
Chusovoy,Perm',Russia
Gubakha,Perm',Russia
Utkholok,Kamchatka,Russia
Bol'sheretsk,Kamchatka,Russia
Il'pyrskiy,Kamchatka,Russia
Korf,Kamchatka,Russia
Kolpashevo,Tomsk,Russia
Omolon,Chukchi Autonomous Okrug,Russia
Pevek,Chukchi Autonomous Okrug,Russia
Umba,Murmansk,Russia
Kovda,Murmansk,Russia
Velikiy Novgorod,Novgorod,Russia
Velikiye Luki,Pskov,Russia
Belomorsk,Karelia,Russia
Kem,Karelia,Russia
Krasino,Arkhangel'sk,Russia
Matochkin Shar,Arkhangel'sk,Russia
Severodvinsk,Arkhangel'sk,Russia
Kursk,Kursk,Russia
Tula,Tula,Russia
Tambov,Tambov,Russia
Sterlitamak,Bashkortostan,Russia
Kurgan,Kurgan,Russia
Indiga,Nenets,Russia
Shoyna,Nenets,Russia
Novyy Port,Yamal-Nenets,Russia
Salekhard,Yamal-Nenets,Russia
Gyda,Yamal-Nenets,Russia
Tazovskiy,Yamal-Nenets,Russia
Novy Urengoy,Yamal-Nenets,Russia
Nadym,Yamal-Nenets,Russia
Noyabrsk,Yamal-Nenets,Russia
Syktyvkar,Komi,Russia
Ukhta,Komi,Russia
Serov,Sverdlovsk,Russia
Cheboksary,Chuvash,Russia
Orsk,Orenburg,Russia
Balakovo,Saratov,Russia
Igrim,Khanty-Mansiy,Russia
Nyagan,Khanty-Mansiy,Russia
Khanty Mansiysk,Khanty-Mansiy,Russia
Nizhenvartovsk,Khanty-Mansiy,Russia
Numto,Khanty-Mansiy,Russia
Tara,Omsk,Russia
Tobolsk,Tyumen',Russia
Rubtsovsk,Altay,Russia
Gorno Altaysk,Gorno-Altay,Russia
Prokopyevsk,Kemerovo,Russia
Makhachkala,Dagestan,Russia
Tura,Evenk,Russia
Noginsk,Evenk,Russia
Yerema,Irkutsk,Russia
Tayshet,Irkutsk,Russia
Usolye Sibirskoye,Irkutsk,Russia
Slyudyanka,Irkutsk,Russia
Cheremkhovo,Irkutsk,Russia
Zima,Irkutsk,Russia
Tulun,Irkutsk,Russia
Nizhneudinsk,Irkutsk,Russia
Ust Kut,Irkutsk,Russia
Bodaybo,Irkutsk,Russia
Komsa,Krasnoyarsk,Russia
Kansk,Krasnoyarsk,Russia
Achinsk,Krasnoyarsk,Russia
Yeniseysk,Krasnoyarsk,Russia
Lesosibirsk,Krasnoyarsk,Russia
Turukhansk,Krasnoyarsk,Russia
Vorontsovo,Taymyr,Russia
Starorybnoye,Taymyr,Russia
Mikhaylova,Taymyr,Russia
Dudinka,Taymyr,Russia
Teli,Tuva,Russia
Novyy Uoyin,Buryat,Russia
Bagdarin,Buryat,Russia
Severobaykalsk,Buryat,Russia
Kyakhta,Buryat,Russia
Svobodnyy,Amur,Russia
Zeya,Amur,Russia
Magdagachi,Amur,Russia
Shimanovsk,Amur,Russia
Skovorodino,Amur,Russia
Tynda,Amur,Russia
Olovyannaya,Chita,Russia
Mogocha,Chita,Russia
Krasnokamensk,Chita,Russia
Borzya,Chita,Russia
Khilok,Chita,Russia
Nakhodka,Primor'ye,Russia
Ussuriysk,Primor'ye,Russia
Lesozavodsk,Primor'ye,Russia
Kavache,Sakha (Yakutia),Russia
Verkhoyansk,Sakha (Yakutia),Russia
Cherskiy,Sakha (Yakutia),Russia
Srednekolymsk,Sakha (Yakutia),Russia
Zyryanka,Sakha (Yakutia),Russia
Eldikan,Sakha (Yakutia),Russia
Chagda,Sakha (Yakutia),Russia
Khandyga,Sakha (Yakutia),Russia
Ust Maya,Sakha (Yakutia),Russia
Neryungri,Sakha (Yakutia),Russia
Chernyshevskiy,Sakha (Yakutia),Russia
Terbyas,Sakha (Yakutia),Russia
Vilyuysk,Sakha (Yakutia),Russia
Sangar,Sakha (Yakutia),Russia
Menkere,Sakha (Yakutia),Russia
Saskylakh,Sakha (Yakutia),Russia
Govorovo,Sakha (Yakutia),Russia
Sagastyr,Sakha (Yakutia),Russia
Ust Olensk,Sakha (Yakutia),Russia
Suntar,Sakha (Yakutia),Russia
Olenek,Sakha (Yakutia),Russia
Udachnyy,Sakha (Yakutia),Russia
Birobidzhan,Yevrey,Russia
Khakhar,Khabarovsk,Russia
De Kastri,Khabarovsk,Russia
Chumikan,Khabarovsk,Russia
Komsomolsk na Amure,Khabarovsk,Russia
Ayan,Khabarovsk,Russia
Nikolayevsk na Amure,Khabarovsk,Russia
Savetskaya Gavan,Khabarovsk,Russia
Evensk,Maga Buryatdan,Russia
Palatka,Maga Buryatdan,Russia
Omsukchan,Maga Buryatdan,Russia
Susuman,Maga Buryatdan,Russia
Nogliki,Sakhalin,Russia
Aleksandrovsk Sakhalinskiy,Sakhalin,Russia
Korsakov,Sakhalin,Russia
Manily,Kamchatka,Russia
Oktyabrskiy,Kamchatka,Russia
Klyuchi,Kamchatka,Russia
Ust Kamchatsk,Kamchatka,Russia
Provideniya,Chukchi Autonomous Okrug,Russia
Uelen,Chukchi Autonomous Okrug,Russia
Kandalaksha,Murmansk,Russia
Vyborg,Leningrad,Russia
Kondopoga,Karelia,Russia
Rusanovo,Arkhangel'sk,Russia
Mezen,Arkhangel'sk,Russia
Velsk,Arkhangel'sk,Russia
Kotlas,Arkhangel'sk,Russia
Onega,Arkhangel'sk,Russia
Ivanovo,Ivanovo,Russia
Kostroma,Kostroma,Russia
Velikiy Ustyug,Vologda,Russia
Lipetsk,Lipetsk,Russia
Orel,Orel,Russia
Volgodonsk,Rostov,Russia
Belgorod,Belgorod,Russia
Novorossiysk,Krasnodar,Russia
Vladimir,Vladimir,Russia
Birsk,Bashkortostan,Russia
Zlatoust,Chelyabinsk,Russia
Amderma,Nenets,Russia
Naryan Mar,Nenets,Russia
Inta,Komi,Russia
Usinsk,Komi,Russia
Pechora,Komi,Russia
Pervouralsk,Sverdlovsk,Russia
Izhevsk,Udmurt,Russia
Akhtubinsk,Astrakhan',Russia
Elista,Kalmyk,Russia
Krasnoarmeysk,Saratov,Russia
Berezniki,Perm',Russia
Naltchik,Kabardin-Balkar,Russia
Stavropol,Stavropol',Russia
Ugolnyye Kopi,Chukchi Autonomous Okrug,Russia
Kaliningrad,Kaliningrad,Russia
Pskov,Pskov,Russia
Bryansk,Bryansk,Russia
Smolensk,Smolensk,Russia
Petrozavodsk,Karelia,Russia
Tver,Tver',Russia
Vologda,Vologda,Russia
Yaroslavl,Yaroslavl',Russia
Rostov,Rostov,Russia
Sochi,Krasnodar,Russia
Krasnodar,Krasnodar,Russia
Penza,Penza,Russia
Ryazan,Ryazan',Russia
Voronezh,Voronezh,Russia
Magnitogorsk,Chelyabinsk,Russia
Chelyabinsk,Chelyabinsk,Russia
Vorkuta,Komi,Russia
Kirov,Kirov,Russia
Nizhny Tagil,Sverdlovsk,Russia
Astrakhan,Astrakhan',Russia
Orenburg,Orenburg,Russia
Saratov,Saratov,Russia
Ulyanovsk,Ul'yanovsk,Russia
Omsk,Omsk,Russia
Tyumen,Tyumen',Russia
Novokuznetsk,Kemerovo,Russia
Kemerovo,Kemerovo,Russia
Groznyy,Chechnya,Russia
Ust-Ulimsk,Irkutsk,Russia
Angarsk,Irkutsk,Russia
Abakan,Krasnoyarsk,Russia
Norilsk,Taymyr,Russia
Khatanga,Taymyr,Russia
Kyzyl,Tuva,Russia
Ulan Ude,Buryat,Russia
Blagoveshchensk,Amur,Russia
Bukachacha,Chita,Russia
Dalnegorsk,Primor'ye,Russia
Ambarchik,Sakha (Yakutia),Russia
Batagay,Sakha (Yakutia),Russia
Chokurdakh,Sakha (Yakutia),Russia
Ust Nera,Sakha (Yakutia),Russia
Lensk,Sakha (Yakutia),Russia
Aldan,Sakha (Yakutia),Russia
Mirnyy,Sakha (Yakutia),Russia
Zhigansk,Sakha (Yakutia),Russia
Okhotsk,Khabarovsk,Russia
Khabarovsk,Khabarovsk,Russia
Okha,Sakhalin,Russia
Yuzhno Sakhalinsk,Sakhalin,Russia
Tomsk,Tomsk,Russia
Anadyr,Chukchi Autonomous Okrug,Russia
Murmansk,Murmansk,Russia
Archangel,Arkhangel'sk,Russia
Nizhny Novgorod,Nizhegorod,Russia
Volgograd,Volgograd,Russia
Ufa,Bashkortostan,Russia
Yekaterinburg,Sverdlovsk,Russia
Samara,Samara,Russia
Kazan,Tatarstan,Russia
Surgut,Khanty-Mansiy,Russia
Barnaul,Altay,Russia
Novosibirsk,Novosibirsk,Russia
Bratsk,Irkutsk,Russia
Irkutsk,Irkutsk,Russia
Krasnoyarsk,Krasnoyarsk,Russia
Dickson,Taymyr,Russia
Chita,Chita,Russia
Vladivostok,Primor'ye,Russia
Nizhneyansk,Sakha (Yakutia),Russia
Yakutsk,Sakha (Yakutia),Russia
Tiksi,Sakha (Yakutia),Russia
Magadan,Maga Buryatdan,Russia
Perm,Perm',Russia
Palana,Kamchatka,Russia
Petropavlovsk Kamchatskiy,Kamchatka,Russia
St. Petersburg,City of St. Petersburg,Russia
Moscow,Moskva,Russia
Gikongoro,Southern,Rwanda
Kibuye,Western,Rwanda
Kibungo,Eastern,Rwanda
Nyanza,Southern,Rwanda
Gitarama,Southern,Rwanda
Butare,Southern,Rwanda
Gisenyi,Western,Rwanda
Cyangugu,Western,Rwanda
Byumba,Northern,Rwanda
Ruhengeri,Northern,Rwanda
Kigali,Kigali City,Rwanda
An Nabk,Al Jawf,Saudi Arabia
Sakakah,Al Jawf,Saudi Arabia
Yanbu al Bahr,Al Madinah,Saudi Arabia
Dawmat al Jandal,Al Jawf,Saudi Arabia
Qal at Bishah,`Asir,Saudi Arabia
At Taif,Makkah,Saudi Arabia
Najran,Najran,Saudi Arabia
Al Quwayiyah,Ar Riyad,Saudi Arabia
Al Hillah,Ar Riyad,Saudi Arabia
Al Mubarraz,Ash Sharqiyah,Saudi Arabia
Al-Qatif,Ash Sharqiyah,Saudi Arabia
Az Zahran,Ash Sharqiyah,Saudi Arabia
Buraydah,Al Quassim,Saudi Arabia
Hail,Ha'il,Saudi Arabia
Arar,Al Hudud ash Shamaliyah,Saudi Arabia
Rafha,Al Hudud ash Shamaliyah,Saudi Arabia
Al Kharj,Ar Riyad,Saudi Arabia
Ad Damman,Ash Sharqiyah,Saudi Arabia
Hafar al Batin,Ash Sharqiyah,Saudi Arabia
Al Jubayl,Ash Sharqiyah,Saudi Arabia
Al Qunfudhah,Makkah,Saudi Arabia
Al Hufuf,Ash Sharqiyah,Saudi Arabia
Al Wajh,Tabuk,Saudi Arabia
Abha,`Asir,Saudi Arabia
Jizan,Jizan,Saudi Arabia
As Sulayyil,Ar Riyad,Saudi Arabia
Medina,Al Madinah,Saudi Arabia
Tabuk,Tabuk,Saudi Arabia
Jeddah,Makkah,Saudi Arabia
Makkah,Makkah,Saudi Arabia
Riyadh,Ar Riyad,Saudi Arabia
Fatick,Fatick,Senegal
Diourbel,Diourbel,Senegal
Louga,Louga,Senegal
Thies,Thiès,Senegal
Kolda,Kolda,Senegal
Tambacounda,Tambacounda,Senegal
Kedougou,Tambacounda,Senegal
Ziguinchor,Ziguinchor,Senegal
Kaolack,Kaolack,Senegal
Kaedi,Matam,Senegal
Dakar,Dakar,Senegal
Subotica,Severno-Backi,Serbia
Kragujevac,Šumadijski,Serbia
Zrenjanin,Srednje-Banatski,Serbia
Pec,Moravicki,Serbia
Nis,Nišavski,Serbia
Novi Sad,Južno-Backi,Serbia
Belgrade,Grad Beograd,Serbia
Makeni,Northern,Sierra Leone
Koidu,Eastern,Sierra Leone
Kenema,Eastern,Sierra Leone
Bo,Southern,Sierra Leone
Freetown,Western,Sierra Leone
Banska Bystrica,Banskobystrický,Slovakia
Trnava,Trnavský,Slovakia
Zvolen,Banskobystrický,Slovakia
Zilina,Žilinský,Slovakia
Kosice,Košický,Slovakia
Presov,Prešov,Slovakia
Bratislava,Bratislavský,Slovakia
Maribor,Maribor,Slovenia
Ljubljana,Osrednjeslovenska,Slovenia
Gizo,Choiseul,Solomon Islands
Lata,Temotu,Solomon Islands
Honiara,Guadalcanal,Solomon Islands
Xuddur,Bakool,Somalia
Garbahaarey,Gedo,Somalia
Bu'aale,Jubbada Dhexe,Somalia
Dhuusa Mareeb,Galguduud,Somalia
Buurhakaba,Bay,Somalia
Luuq,Gedo,Somalia
Mandera,Gedo,Somalia
Ferfer,Hiiraan,Somalia
Jawhar,Shabeellaha Dhexe,Somalia
Hurdiyo,Bari,Somalia
Qardho,Bari,Somalia
Caluula,Bari,Somalia
Buur Gaabo,Jubbada Hoose,Somalia
Baydhabo,Bay,Somalia
Marka,Shabeellaha Hoose,Somalia
Mereeg,Galguduud,Somalia
Beledweyne,Hiiraan,Somalia
Boosaaso,Bari,Somalia
Bandarbeyla,Bari,Somalia
Gaalkacyo,Mudug,Somalia
Eyl,Nugaal,Somalia
Garoowe,Nugaal,Somalia
Jamaame,Jubbada Hoose,Somalia
Kismaayo,Jubbada Hoose,Somalia
Mogadishu,Banaadir,Somalia
Qacha's Nek,Eastern Cape,South Africa
Colesberg,Northern Cape,South Africa
Poffader,Northern Cape,South Africa
Carnarvon,Northern Cape,South Africa
Prieska,Northern Cape,South Africa
Kuruman,Northern Cape,South Africa
Knysna,Western Cape,South Africa
Swellendam,Western Cape,South Africa
Hermanus,Western Cape,South Africa
Paarl,Western Cape,South Africa
Bredasdorp,Western Cape,South Africa
Beaufort West,Western Cape,South Africa
Brits,North West,South Africa
Bloemhof,North West,South Africa
Potchefstroom,North West,South Africa
Brandfort,Orange Free State,South Africa
Bethlehem,Orange Free State,South Africa
Springs,Gauteng,South Africa
Volksrust,Mpumalanga,South Africa
Nelspruit,Mpumalanga,South Africa
Komatipoort,Mpumalanga,South Africa
Middelburg,Mpumalanga,South Africa
Bethal,Mpumalanga,South Africa
Standerton,Mpumalanga,South Africa
Lebowakgomo,Limpopo,South Africa
Tzaneen,Limpopo,South Africa
Ulundi,KwaZulu-Natal,South Africa
Ladysmith,KwaZulu-Natal,South Africa
Port Shepstone,KwaZulu-Natal,South Africa
Ubomba,KwaZulu-Natal,South Africa
Cradock,Eastern Cape,South Africa
Uitenhage,Eastern Cape,South Africa
Port Alfred,Eastern Cape,South Africa
Grahamstown,Eastern Cape,South Africa
Port St. Johns,Eastern Cape,South Africa
Aliwal North,Eastern Cape,South Africa
Queenstown,Eastern Cape,South Africa
Benoni,Gauteng,South Africa
Vereeniging,Gauteng,South Africa
De Aar,Northern Cape,South Africa
Alexander Bay,Northern Cape,South Africa
Kimberley,Northern Cape,South Africa
Oudtshoorn,Western Cape,South Africa
Vanhynsdorp,Western Cape,South Africa
Saldanha,Western Cape,South Africa
Mossel Bay,Western Cape,South Africa
Vryburg,North West,South Africa
Rustenburg,North West,South Africa
Mmabatho,North West,South Africa
Klerksdorp,North West,South Africa
Kroonstad,Orange Free State,South Africa
Polokwane,Limpopo,South Africa
Thohoyandou,Limpopo,South Africa
Musina,Limpopo,South Africa
Vryheid,KwaZulu-Natal,South Africa
Pietermaritzburg,KwaZulu-Natal,South Africa
Umtata,Eastern Cape,South Africa
Graaff Reinet,Eastern Cape,South Africa
Bhisho,Eastern Cape,South Africa
Springbok,Northern Cape,South Africa
Upington,Northern Cape,South Africa
Worcester,Western Cape,South Africa
George,Western Cape,South Africa
Welkom,Orange Free State,South Africa
East London,Eastern Cape,South Africa
Middelburg,Eastern Cape,South Africa
Bloemfontein,Orange Free State,South Africa
Pretoria,Gauteng,South Africa
Port Elizabeth,Eastern Cape,South Africa
Durban,KwaZulu-Natal,South Africa
Johannesburg,Gauteng,South Africa
Cape Town,Western Cape,South Africa
Grytviken,,South Georgia and the Islands
Eumseong,Chungcheongbuk-do,South Korea
Cheongju,Chungcheongbuk-do,South Korea
Wonju,Gangwon-do,South Korea
Chuncheon,Gangwon-do,South Korea
Ansan,Gyeonggi-do,South Korea
Iksan,Jeollabuk-do,South Korea
Gyeongju,Daegu,South Korea
Masan,Gyeongsangnam-do,South Korea
Yeosu,Gwangju,South Korea
Andong,Daegu,South Korea
Jeju,Jeju,South Korea
Gangneung,Gangwon-do,South Korea
Sokcho,Gangwon-do,South Korea
Jeonju,Jeollabuk-do,South Korea
Gunsan,Jeollabuk-do,South Korea
Mokpo,Gwangju,South Korea
Puch'on,Gyeonggi-do,South Korea
Songnam,Gyeonggi-do,South Korea
Goyang,Gyeonggi-do,South Korea
Suwon,Gyeonggi-do,South Korea
Pohang,Daegu,South Korea
Ulsan,Ulsan,South Korea
Daegu,Taegu-gwangyoksi,South Korea
Incheon,Inch'on-gwangyoksi,South Korea
Daejeon,Daejeon,South Korea
Gwangju,Kwangju-gwangyoksi,South Korea
Busan,Busan,South Korea
Seoul,Seoul,South Korea
Bentiu,Unity,South Sudan
Maridi,West Equatoria,South Sudan
Yei,Central Equatoria,South Sudan
